input_seq,output_seq,text,metrics
"[2.403, 2.44, 2.482, 2.499, 2.455, 2.432, 2.396, 2.359, 2.336, 2.289, 2.267, 2.256, 2.256, 2.299]","[2.341, 2.329, 2.31]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced decline. This downward trajectory has been primarily driven by lower crude oil benchmark costs and improved refinery output, which has bolstered supply. Concurrently, fuel inventories have remained robust, further alleviating price pressures. Consumer demand has held relatively steady, failing to counteract the prevailing bearish market sentiment. The market has exhibited low volatility throughout this period, with conditions remaining largely stable in the most recent weeks.","{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.023225212199903}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': np.float64(0.34818863035518827), 'r2': np.float64(0.7645163197177494), 'diff_z': np.float64(0.25409809676314743)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.4871322151733282}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.26806684030208144}}"
"[2.482, 2.499, 2.455, 2.432, 2.396, 2.359, 2.336, 2.289, 2.267, 2.256, 2.256, 2.299, 2.341, 2.329]","[2.31, 2.333, 2.334]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced decline. This downward trajectory has been primarily driven by lower crude oil benchmarks, as global supply has remained robust. Concurrently, refinery operations have generally improved following seasonal maintenance, contributing to healthier fuel inventories. Consumer demand has also softened from earlier seasonal peaks, creating less upward pressure on the market. The overall price path has been characterized by low volatility, with a recent period of steadiness emerging as these various market forces have reached a more balanced state.","{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.2067724250018745}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': np.float64(0.4886153196246335), 'r2': np.float64(0.6623123106389472), 'diff_z': np.float64(0.2871713788081418)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.02788592287212269}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.2509733058487556}}"
"[2.455, 2.432, 2.396, 2.359, 2.336, 2.289, 2.267, 2.256, 2.256, 2.299, 2.341, 2.329, 2.31, 2.333]","[2.334, 2.354, 2.381]","Over the past fourteen weeks, gasoline retail prices have followed a moderate downward trajectory. This decline has been primarily driven by lower crude oil benchmark costs and improved refinery output, which has bolstered fuel supplies. Concurrently, market conditions have been characterized by choppy, medium-level volatility. This price instability has been influenced by fluctuating seasonal demand and shifts in inventory levels, alongside operational adjustments at refineries. More recently, the market has entered a period of steadiness, with prices stabilizing as supply and demand factors have found a temporary equilibrium.","{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.9036942360890559}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.8071762422607653), 'r2': np.float64(0.34846651392104944), 'diff_z': np.float64(0.43835064646790356)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.5451283680434168}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.7924030916907837}}"
"[2.396, 2.359, 2.336, 2.289, 2.267, 2.256, 2.256, 2.299, 2.341, 2.329, 2.31, 2.333, 2.334, 2.354]","[2.381, 2.367, 2.353]","Over the past fourteen weeks, gasoline retail prices have exhibited a generally steady trend, characterized by mild fluctuations. The market has been influenced by a combination of stable global crude benchmarks and consistent domestic refinery operations. Inventory levels have remained adequate, helping to buffer the market from significant price swings. Consumer demand has followed typical seasonal patterns, with no major deviations reported. Weather conditions have not significantly disrupted the supply chain or refining activity during this period. Overall, the market has demonstrated a choppy but contained volatility, reflecting a balanced interplay between these fundamental drivers.","{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.06692715351883122}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.999784628519003), 'r2': np.float64(0.0004306965720612954), 'diff_z': np.float64(0.5812531943323711)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.6716703578951759}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.7052538757888736}}"
"[2.336, 2.289, 2.267, 2.256, 2.256, 2.299, 2.341, 2.329, 2.31, 2.333, 2.334, 2.354, 2.381, 2.367]","[2.353, 2.341, 2.345]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced upward trend. This sustained increase has been primarily driven by rising crude oil benchmarks, which have been influenced by production adjustments from major exporters. Concurrently, refinery operations have faced intermittent disruptions, contributing to a choppy price pattern as output has fluctuated. Regional fuel inventories have tightened, failing to keep pace with robust consumer and industrial demand. Furthermore, seasonal weather events have periodically hampered both refinery activity and logistical distribution, exacerbating supply-side pressures in the market. These combined factors have resulted in the observed period of significant price appreciation.","{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.207424303687304}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.6479991561723083), 'r2': np.float64(0.5273672932055901), 'diff_z': np.float64(0.5301591703727949)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.5150656708603888}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.1962154936608113}}"
"[2.267, 2.256, 2.256, 2.299, 2.341, 2.329, 2.31, 2.333, 2.334, 2.354, 2.381, 2.367, 2.353, 2.341]","[2.345, 2.298, 2.269]","Over the past fourteen weeks, gasoline retail prices have exhibited a pronounced upward trend. This sustained increase has been primarily driven by a combination of factors, including elevated crude oil benchmark costs and robust consumer demand. Refinery operations have faced intermittent challenges, contributing to a medium level of price volatility, while inventory levels have remained a focal point for market participants. More recently, a moderate downward shift has been observed, influenced by adjustments in refinery output and some easing in demand pressures. Weather-related disruptions have also intermittently affected the supply chain, adding to the mixed pattern of price movements throughout the period.","{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.7381182109272153}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': np.float64(0.5283054061417836), 'r2': np.float64(0.7208933978402648), 'diff_z': np.float64(0.47354977051853114)}, 'near_term': {'direction': 'falling', 'severity': 'moderate', 'delta_z': -1.2846861421490088}, 'future': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.9658284591244009}}"
"[2.256, 2.299, 2.341, 2.329, 2.31, 2.333, 2.334, 2.354, 2.381, 2.367, 2.353, 2.341, 2.345, 2.298]","[2.269, 2.268, 2.321]","Over the past fourteen weeks, gasoline retail prices have followed a moderately rising trajectory, influenced by a complex interplay of market fundamentals. The primary driver has been the sustained strength in global crude benchmarks, which has exerted consistent upward pressure on costs. This trend has been accompanied by choppy, medium-volatility price movements, reflecting intermittent refinery operational challenges and fluctuating inventory levels. Consumer demand has remained robust, though recent market dynamics have shown a moderate shift downward, coinciding with improved refinery output and seasonal inventory builds. Weather-related disruptions to supply chains have also intermittently contributed to the market's overall volatility.","{'past': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.5414889905215994}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.8783623141648342), 'r2': np.float64(0.22847964506270357), 'diff_z': np.float64(0.6912793417419938)}, 'near_term': {'direction': 'falling', 'severity': 'moderate', 'delta_z': -1.3576925201119674}, 'future': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.6809526439456375}}"
"[2.341, 2.329, 2.31, 2.333, 2.334, 2.354, 2.381, 2.367, 2.353, 2.341, 2.345, 2.298, 2.269, 2.268]","[2.321, 2.347, 2.375]","Over the past fourteen weeks, gasoline retail prices have followed a moderately declining trend, characterized by a choppy and volatile trading pattern. This downward movement has been primarily driven by lower crude oil benchmarks and improved refinery output, which bolstered fuel inventories. Concurrently, demand has remained subdued relative to seasonal norms. However, market conditions have recently shifted, with a pronounced uptick in prices emerging. This reversal has been attributed to tightening regional fuel supplies, unexpected refinery disruptions, and increased demand from consumers. The recent price increase has been significant, marking a notable departure from the preceding weeks of general decline.","{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.4310082873207315}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.8961571420072401), 'r2': np.float64(0.19690237683477474), 'diff_z': np.float64(0.5319847431549872)}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 2.1502044028267333}, 'future': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.6746784291221517}}"
"[2.31, 2.333, 2.334, 2.354, 2.381, 2.367, 2.353, 2.341, 2.345, 2.298, 2.269, 2.268, 2.321, 2.347]","[2.375, 2.419, 2.485]","Over the past fourteen weeks, gasoline retail prices have followed a moderately declining trend, characterized by choppy, medium-volatility trading. This downward pressure has been primarily driven by lower crude oil benchmark costs and improved refinery operational rates, which have bolstered fuel supplies. Concurrently, inventory levels have remained ample, and seasonal demand has been subdued. However, a recent and pronounced shift has emerged, halting the prior decline. This reversal has been attributed to tightening crude supplies, some refinery disruptions, and a recent uptick in demand, which have collectively introduced upward pressure on pump prices.","{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.1711781588363994}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.9317240904544409), 'r2': np.float64(0.13189021927209066), 'diff_z': np.float64(0.6410424627251379)}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 3.5158774185626047}, 'future': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 3.382622589282551}}"
"[2.334, 2.354, 2.381, 2.367, 2.353, 2.341, 2.345, 2.298, 2.269, 2.268, 2.321, 2.347, 2.375, 2.419]","[2.485, 2.496, 2.467]","Over the past fourteen weeks, gasoline prices have exhibited a generally steady trend, punctuated by a period of medium volatility. This choppy price action has been influenced by fluctuating global crude benchmarks and shifting domestic refinery operations. Inventories have played a key role, with levels reacting to both production rates and seasonal demand patterns. More recently, a pronounced downward shift in retail costs has been observed. This decline has been primarily driven by a combination of increased refinery output and moderated consumer demand. Weather-related disruptions to supply chains have also been a contributing factor to the recent price movements.","{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.014193591957149124}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.9999903144449555), 'r2': np.float64(1.937101067095437e-05), 'diff_z': np.float64(0.6095055930830253)}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 2.5418357596597296}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.44709814664956865}}"
